t,H,L,R
69.7000,2.5550,0.2334,69.6787
69.8000,2.5792,0.2237,69.0169
69.9000,2.6037,0.2146,68.3601
70.0000,2.6284,0.2059,67.7084
70.1000,2.6534,0.1976,67.0617
70.2000,2.6786,0.1897,66.4202
70.3000,2.7042,0.1822,65.7837
70.4000,2.7300,0.1751,65.1525
70.5000,2.7561,0.1683,64.5263
70.6000,2.7825,0.1618,63.9054
70.7000,2.8092,0.1556,63.2896
70.8000,2.8362,0.1497,62.6790
70.9000,2.8634,0.1441,62.0735
71.0000,2.8910,0.1387,61.4733
71.1000,2.9188,0.1335,60.8781
71.2000,2.9469,0.1287,60.2882
71.3000,2.9754,0.1240,59.7034
71.4000,3.0041,0.1195,59.1237
71.5000,3.0331,0.1152,58.5492
71.6000,3.0624,0.1111,57.9797
71.7000,3.0921,0.1072,57.4154
71.8000,3.1220,0.1035,56.8561
71.9000,3.1522,0.0999,56.3018
72.0000,3.1828,0.0965,55.7525
72.1000,3.2137,0.0932,55.2082
72.2000,3.2448,0.0901,54.6689
72.3000,3.2763,0.0871,54.1346
72.4000,3.3081,0.0842,53.6051
72.5000,3.3403,0.0814,53.0805
72.6000,3.3727,0.0788,52.5608
72.7000,3.4055,0.0763,52.0458
72.8000,3.4387,0.0738,51.5357
72.9000,3.4721,0.0715,51.0303
73.0000,3.5059,0.0692,50.5297
73.1000,3.5400,0.0671,50.0337
73.2000,3.5745,0.0650,49.5424
73.3000,3.6093,0.0630,49.0557
73.4000,3.6445,0.0611,48.5737
73.5000,3.6800,0.0593,48.0961
73.6000,3.7159,0.0575,47.6231
73.7000,3.7521,0.0558,47.1546
73.8000,3.7887,0.0542,46.6906
73.9000,3.8256,0.0526,46.2309
74.0000,3.8629,0.0511,45.7757
74.1000,3.9006,0.0496,45.3247
74.2000,3.9386,0.0482,44.8782
74.3000,3.9770,0.0469,44.4358
74.4000,4.0158,0.0456,43.9978
74.5000,4.0550,0.0443,43.5639
74.6000,4.0946,0.0431,43.1342
74.7000,4.1345,0.0420,42.7086
74.8000,4.1749,0.0408,42.2872
74.9000,4.2156,0.0398,41.8698
75.0000,4.2567,0.0387,41.4564
75.1000,4.2982,0.0377,41.0471
75.2000,4.3402,0.0367,40.6417
75.3000,4.3825,0.0358,40.2402
75.4000,4.4253,0.0349,39.8426
75.5000,4.4685,0.0340,39.4489
75.6000,4.5121,0.0332,39.0590
75.7000,4.5561,0.0324,38.6729
75.8000,4.6005,0.0316,38.2905
75.9000,4.6454,0.0308,37.9119
76.0000,4.6907,0.0301,37.5370
76.1000,4.7364,0.0294,37.1657
76.2000,4.7826,0.0287,36.7980
76.3000,4.8293,0.0280,36.4339
76.4000,4.8763,0.0274,36.0734
76.5000,4.9239,0.0267,35.7164
76.6000,4.9719,0.0261,35.3629
76.7000,5.0203,0.0256,35.0128
76.8000,5.0692,0.0250,34.6662
76.9000,5.1186,0.0244,34.3230
77.0000,5.1685,0.0239,33.9831
77.1000,5.2188,0.0234,33.6465
77.2000,5.2697,0.0229,33.3133
77.3000,5.3210,0.0224,32.9833
77.4000,5.3728,0.0220,32.6566
77.5000,5.4251,0.0215,32.3330
77.6000,5.4779,0.0211,32.0127
77.7000,5.5312,0.0206,31.6955
77.8000,5.5850,0.0202,31.3814
77.9000,5.6393,0.0198,31.0704
78.0000,5.6941,0.0194,30.7624
78.1000,5.7495,0.0191,30.4575
78.2000,5.8054,0.0187,30.1556
78.3000,5.8618,0.0183,29.8566
78.4000,5.9187,0.0180,29.5606
78.5000,5.9762,0.0177,29.2675
78.6000,6.0343,0.0173,28.9773
78.7000,6.0929,0.0170,28.6900
78.8000,6.1520,0.0167,28.4055
78.9000,6.2117,0.0164,28.1238
79.0000,6.2720,0.0161,27.8448
79.1000,6.3328,0.0158,27.5687
79.2000,6.3942,0.0156,27.2952
79.3000,6.4562,0.0153,27.0245
79.4000,6.5188,0.0150,26.7564
79.5000,6.5820,0.0148,26.4909
79.6000,6.6457,0.0146,26.2281
79.7000,6.7101,0.0143,25.9679
79.8000,6.7750,0.0141,25.7102
79.9000,6.8406,0.0139,25.4551
80.0000,6.9068,0.0136,25.2025
80.1000,6.9736,0.0134,24.9524
80.2000,7.0410,0.0132,24.7048
80.3000,7.1091,0.0130,24.4596
80.4000,7.1778,0.0128,24.2169
80.5000,7.2471,0.0126,23.9765
80.6000,7.3171,0.0125,23.7386
80.7000,7.3877,0.0123,23.5029
80.8000,7.4590,0.0121,23.2697
80.9000,7.5310,0.0119,23.0387
81.0000,7.6036,0.0118,22.8100
81.1000,7.6769,0.0116,22.5835
81.2000,7.7509,0.0115,22.3593
81.3000,7.8256,0.0113,22.1374
81.4000,7.9010,0.0112,21.9176
81.5000,7.9770,0.0110,21.7000
81.6000,8.0538,0.0109,21.4845
81.7000,8.1313,0.0107,21.2712
81.8000,8.2094,0.0106,21.0600
81.9000,8.2884,0.0105,20.8509
82.0000,8.3680,0.0104,20.6439
82.1000,8.4484,0.0102,20.4389
82.2000,8.5295,0.0101,20.2359
82.3000,8.6113,0.0100,20.0350
82.4000,8.6940,0.0099,19.8360
82.5000,8.7773,0.0098,19.6390
82.6000,8.8615,0.0097,19.4440
82.7000,8.9464,0.0096,19.2509
82.8000,9.0320,0.0095,19.0597
82.9000,9.1185,0.0094,18.8704
83.0000,9.2058,0.0093,18.6830
83.1000,9.2938,0.0092,18.4974
83.2000,9.3827,0.0091,18.3137
83.3000,9.4723,0.0090,18.1318
83.4000,9.5628,0.0089,17.9517
83.5000,9.6541,0.0088,17.7734
83.6000,9.7462,0.0088,17.5969
83.7000,9.8392,0.0087,17.4221
83.8000,9.9330,0.0086,17.2490
83.9000,10.0276,0.0085,17.0777
84.0000,10.1231,0.0085,16.9081
84.1000,10.2195,0.0084,16.7401
84.2000,10.3167,0.0083,16.5738
84.3000,10.4148,0.0083,16.4092
84.4000,10.5138,0.0082,16.2462
84.5000,10.6137,0.0081,16.0848
84.6000,10.7145,0.0081,15.9250
84.7000,10.8162,0.0080,15.7668
84.8000,10.9188,0.0080,15.6102
84.9000,11.0223,0.0079,15.4551
85.0000,11.1267,0.0078,15.3015
85.1000,11.2321,0.0078,15.1495
85.2000,11.3384,0.0078,14.9990
85.3000,11.4457,0.0077,14.8500
85.4000,11.5539,0.0077,14.7025
85.5000,11.6631,0.0076,14.5564
85.6000,11.7732,0.0076,14.4118
85.7000,11.8843,0.0075,14.2686
85.8000,11.9964,0.0075,14.1268
85.9000,12.1095,0.0075,13.9865
86.0000,12.2236,0.0074,13.8475
86.1000,12.3386,0.0074,13.7099
86.2000,12.4547,0.0074,13.5737
86.3000,12.5719,0.0073,13.4389
86.4000,12.6900,0.0073,13.3053
86.5000,12.8092,0.0073,13.1731
86.6000,12.9294,0.0072,13.0423
86.7000,13.0507,0.0072,12.9127
86.8000,13.1730,0.0072,12.7844
86.9000,13.2964,0.0072,12.6573
87.0000,13.4209,0.0071,12.5316
87.1000,13.5465,0.0071,12.4071
87.2000,13.6731,0.0071,12.2838
87.3000,13.8008,0.0071,12.1617
87.4000,13.9297,0.0071,12.0409
87.5000,14.0596,0.0071,11.9213
87.6000,14.1907,0.0070,11.8028
87.7000,14.3229,0.0070,11.6855
87.8000,14.4563,0.0070,11.5694
87.9000,14.5907,0.0070,11.4545
88.0000,14.7264,0.0070,11.3406
88.1000,14.8632,0.0070,11.2280
88.2000,15.0011,0.0070,11.1164
88.3000,15.1403,0.0070,11.0059
88.4000,15.2806,0.0070,10.8966
88.5000,15.4221,0.0070,10.7883
88.6000,15.5648,0.0070,10.6811
88.7000,15.7087,0.0070,10.5750
88.8000,15.8539,0.0070,10.4699
88.9000,16.0002,0.0070,10.3659
89.0000,16.1478,0.0070,10.2629
89.1000,16.2967,0.0070,10.1609
89.2000,16.4468,0.0070,10.0599
89.3000,16.5981,0.0070,9.9600
89.4000,16.7507,0.0071,9.8610
89.5000,16.9046,0.0071,9.7630
89.6000,17.0597,0.0071,9.6660
89.7000,17.2162,0.0071,9.5700
89.8000,17.3739,0.0071,9.4749
89.9000,17.5330,0.0071,9.3808
90.0000,17.6934,0.0072,9.2875
90.1000,17.8551,0.0072,9.1953
90.2000,18.0181,0.0072,9.1039
90.3000,18.1824,0.0072,9.0134
90.4000,18.3481,0.0073,8.9239
90.5000,18.5152,0.0073,8.8352
90.6000,18.6836,0.0073,8.7474
90.7000,18.8534,0.0073,8.6605
90.8000,19.0246,0.0074,8.5745
90.9000,19.1972,0.0074,8.4893
91.0000,19.3711,0.0075,8.4049
91.1000,19.5465,0.0075,8.3214
91.2000,19.7233,0.0075,8.2388
91.3000,19.9015,0.0076,8.1569
91.4000,20.0811,0.0076,8.0759
91.5000,20.2621,0.0077,7.9956
91.6000,20.4447,0.0077,7.9162
91.7000,20.6286,0.0078,7.8376
91.8000,20.8140,0.0078,7.7597
91.9000,21.0009,0.0079,7.6826
92.0000,21.1893,0.0079,7.6063
92.1000,21.3791,0.0080,7.5307
92.2000,21.5705,0.0081,7.4559
92.3000,21.7633,0.0081,7.3818
92.4000,21.9577,0.0082,7.3085
92.5000,22.1535,0.0083,7.2359
92.6000,22.3509,0.0083,7.1640
92.7000,22.5499,0.0084,7.0929
92.8000,22.7503,0.0085,7.0224
92.9000,22.9523,0.0086,6.9526
93.0000,23.1559,0.0086,6.8836
93.1000,23.3610,0.0087,6.8152
93.2000,23.5677,0.0088,6.7475
93.3000,23.7760,0.0089,6.6805
93.4000,23.9859,0.0090,6.6141
93.5000,24.1974,0.0091,6.5484
93.6000,24.4104,0.0092,6.4834
93.7000,24.6251,0.0093,6.4190
93.8000,24.8414,0.0094,6.3553
93.9000,25.0593,0.0095,6.2921
94.0000,25.2788,0.0096,6.2297
94.1000,25.5000,0.0098,6.1678
94.2000,25.7228,0.0099,6.1065
94.3000,25.9472,0.0100,6.0459
94.4000,26.1734,0.0101,5.9859
94.5000,26.4011,0.0103,5.9264
94.6000,26.6306,0.0104,5.8676
94.7000,26.8617,0.0106,5.8093
94.8000,27.0945,0.0107,5.7516
94.9000,27.3290,0.0109,5.6945
95.0000,27.5652,0.0110,5.6380
95.1000,27.8032,0.0112,5.5820
95.2000,28.0428,0.0114,5.5266
95.3000,28.2841,0.0115,5.4717
95.4000,28.5271,0.0117,5.4174
95.5000,28.7719,0.0119,5.3636
95.6000,29.0184,0.0121,5.3104
95.7000,29.2667,0.0123,5.2577
95.8000,29.5167,0.0125,5.2055
95.9000,29.7684,0.0127,5.1538
96.0000,30.0219,0.0130,5.1027
96.1000,30.2772,0.0132,5.0520
96.2000,30.5342,0.0134,5.0019
96.3000,30.7930,0.0137,4.9523
96.4000,31.0535,0.0139,4.9031
96.5000,31.3159,0.0142,4.8545
96.6000,31.5800,0.0145,4.8063
96.7000,31.8459,0.0147,4.7586
96.8000,32.1136,0.0150,4.7114
96.9000,32.3831,0.0153,4.6647
97.0000,32.6544,0.0157,4.6184
97.1000,32.9276,0.0160,4.5726
97.2000,33.2025,0.0163,4.5273
97.3000,33.4792,0.0167,4.4824
97.4000,33.7577,0.0170,4.4379
97.5000,34.0381,0.0174,4.3939
97.6000,34.3203,0.0178,4.3503
97.7000,34.6043,0.0182,4.3072
97.8000,34.8901,0.0186,4.2645
97.9000,35.1777,0.0190,4.2222
98.0000,35.4672,0.0195,4.1804
98.1000,35.7585,0.0199,4.1389
98.2000,36.0517,0.0204,4.0979
98.3000,36.3467,0.0209,4.0573
98.4000,36.6435,0.0214,4.0171
98.5000,36.9421,0.0220,3.9773
98.6000,37.2426,0.0225,3.9379
98.7000,37.5449,0.0231,3.8989
98.8000,37.8490,0.0237,3.8603
98.9000,38.1550,0.0244,3.8221
99.0000,38.4629,0.0250,3.7842
99.1000,38.7725,0.0257,3.7468
99.2000,39.0840,0.0264,3.7097
99.3000,39.3973,0.0271,3.6730
99.4000,39.7124,0.0279,3.6366
99.5000,40.0294,0.0287,3.6006
99.6000,40.3482,0.0295,3.5650
99.7000,40.6688,0.0304,3.5298
99.8000,40.9912,0.0313,3.4948
99.9000,41.3155,0.0322,3.4603
100.0000,41.6415,0.0332,3.4261
100.1000,41.9694,0.0342,3.3922
100.2000,42.2990,0.0352,3.3587
100.3000,42.6305,0.0363,3.3255
100.4000,42.9637,0.0375,3.2927
100.5000,43.2987,0.0387,3.2602
100.6000,43.6355,0.0399,3.2280
100.7000,43.9741,0.0412,3.1961
100.8000,44.3144,0.0426,3.1646
100.9000,44.6564,0.0440,3.1334
101.0000,45.0002,0.0455,3.1025
101.1000,45.3457,0.0471,3.0719
101.2000,45.6930,0.0487,3.0416
101.3000,46.0419,0.0504,3.0116
101.4000,46.3925,0.0522,2.9820
101.5000,46.7448,0.0540,2.9526
101.6000,47.0988,0.0560,2.9236
101.7000,47.4544,0.0580,2.8948
101.8000,47.8117,0.0602,2.8663
101.9000,48.1705,0.0624,2.8382
102.0000,48.5310,0.0648,2.8103
102.1000,48.8931,0.0672,2.7827
102.2000,49.2567,0.0698,2.7554
102.3000,49.6218,0.0725,2.7283
102.4000,49.9885,0.0754,2.7016
102.5000,50.3566,0.0784,2.6751
102.6000,50.7262,0.0815,2.6489
102.7000,51.0973,0.0848,2.6230
102.8000,51.4697,0.0882,2.5974
102.9000,51.8436,0.0919,2.5720
103.0000,52.2188,0.0957,2.5469
103.1000,52.5953,0.0997,2.5220
103.2000,52.9731,0.1039,2.4974
103.3000,53.3521,0.1084,2.4731
103.4000,53.7323,0.1131,2.4490
103.5000,54.1137,0.1180,2.4252
103.6000,54.4962,0.1232,2.4017
103.7000,54.8798,0.1287,2.3784
103.8000,55.2644,0.1344,2.3553
103.9000,55.6499,0.1405,2.3325
104.0000,56.0364,0.1470,2.3100
104.1000,56.4237,0.1537,2.2877
104.2000,56.8118,0.1609,2.2656
104.3000,57.2006,0.1684,2.2438
104.4000,57.5900,0.1764,2.2223
104.5000,57.9800,0.1848,2.2010
104.6000,58.3705,0.1938,2.1799
104.7000,58.7615,0.2032,2.1591
104.8000,59.1527,0.2131,2.1385
104.9000,59.5442,0.2237,2.1181
105.0000,59.9357,0.2349,2.0980
105.1000,60.3273,0.2467,2.0781
105.2000,60.7188,0.2592,2.0585
105.3000,61.1100,0.2724,2.0391
105.4000,61.5009,0.2865,2.0199
105.5000,61.8913,0.3014,2.0010
105.6000,62.2810,0.3172,1.9823
105.7000,62.6699,0.3339,1.9639
105.8000,63.0579,0.3517,1.9457
105.9000,63.4447,0.3706,1.9277
106.0000,63.8301,0.3907,1.9100
106.1000,64.2140,0.4119,1.8925
106.2000,64.5962,0.4346,1.8752
106.3000,64.9763,0.4586,1.8582
106.4000,65.3542,0.4842,1.8415
106.5000,65.7296,0.5114,1.8250
106.6000,66.1022,0.5403,1.8087
106.7000,66.4718,0.5711,1.7927
106.8000,66.8379,0.6038,1.7770
106.9000,67.2002,0.6387,1.7615
107.0000,67.5585,0.6758,1.7462
107.1000,67.9122,0.7153,1.7313
107.2000,68.2611,0.7575,1.7166
107.3000,68.6045,0.8024,1.7021
107.4000,68.9422,0.8502,1.6880
107.5000,69.2734,0.9012,1.6741
107.6000,69.5978,0.9556,1.6605
107.7000,69.9148,1.0136,1.6473
107.8000,70.2236,1.0755,1.6343
107.9000,70.5238,1.1415,1.6216
108.0000,70.8145,1.2119,1.6092
108.1000,71.0951,1.2870,1.5972
108.2000,71.3647,1.3672,1.5855
108.3000,71.6225,1.4528,1.5742
108.4000,71.8676,1.5441,1.5632
108.5000,72.0991,1.6416,1.5526
108.6000,72.3160,1.7456,1.5423
108.7000,72.5172,1.8566,1.5325
108.8000,72.7016,1.9750,1.5231
108.9000,72.8679,2.1014,1.5141
109.0000,73.0150,2.2362,1.5055
109.1000,73.1415,2.3801,1.4974
109.2000,73.2461,2.5334,1.4898
109.3000,73.3272,2.6970,1.4828
109.4000,73.3834,2.8712,1.4762
109.5000,73.4130,3.0569,1.4702
109.6000,73.4145,3.2547,1.4648
109.7000,73.3860,3.4652,1.4600
109.8000,73.3259,3.6891,1.4558
109.9000,73.2322,3.9273,1.4524
110.0000,73.1032,4.1803,1.4496
110.1000,72.9368,4.4490,1.4476
110.2000,72.7313,4.7341,1.4464
110.3000,72.4845,5.0364,1.4461
110.4000,72.1947,5.3565,1.4467
110.5000,71.8598,5.6952,1.4482
110.6000,71.4779,6.0531,1.4507
110.7000,71.0472,6.4308,1.4543
110.8000,70.5659,6.8291,1.4591
110.9000,70.0324,7.2483,1.4650
111.0000,69.4451,7.6888,1.4723
111.1000,68.8028,8.1512,1.4809
111.2000,68.1042,8.6355,1.4910
111.3000,67.3484,9.1418,1.5026
111.4000,66.5346,9.6702,1.5159
111.5000,65.6627,10.2205,1.5309
111.6000,64.7324,10.7922,1.5479
111.7000,63.7440,11.3849,1.5668
111.8000,62.6983,11.9978,1.5880
111.9000,61.5963,12.6301,1.6113
112.0000,60.4395,13.2804,1.6372
112.1000,59.2299,13.9475,1.6656
112.2000,57.9697,14.6299,1.6969
112.3000,56.6619,15.3257,1.7311
112.4000,55.3095,16.0329,1.7684
112.5000,53.9163,16.7495,1.8092
112.6000,52.4863,17.4730,1.8535
112.7000,51.0237,18.2009,1.9017
112.8000,49.5333,18.9308,1.9540
112.9000,48.0199,19.6598,2.0107
113.0000,46.4886,20.3853,2.0720
113.1000,44.9446,21.1043,2.1383
113.2000,43.3931,21.8142,2.2099
113.3000,41.8395,22.5121,2.2871
113.4000,40.2890,23.1953,2.3702
113.5000,38.7466,23.8614,2.4597
113.6000,37.2172,24.5077,2.5559
113.7000,35.7055,25.1321,2.6593
113.8000,34.2158,25.7323,2.7702
113.9000,32.7522,26.3064,2.8892
114.0000,31.3184,26.8528,3.0166
114.1000,29.9176,27.3699,3.1530
114.2000,28.5528,27.8564,3.2989
114.3000,27.2264,28.3113,3.4548
114.4000,25.9405,28.7337,3.6212
114.5000,24.6969,29.1231,3.7988
114.6000,23.4968,29.4791,3.9880
114.7000,22.3412,29.8013,4.1895
114.8000,21.2307,30.0898,4.4038
114.9000,20.1655,30.3447,4.6316
115.0000,19.1456,30.5663,4.8736
115.1000,18.1708,30.7550,5.1302
115.2000,17.2405,30.9113,5.4023
115.3000,16.3539,31.0358,5.6904
115.4000,15.5102,31.1293,5.9951
115.5000,14.7084,31.1925,6.3172
115.6000,13.9472,31.2263,6.6572
115.7000,13.2254,31.2315,7.0158
115.8000,12.5416,31.2090,7.3935
115.9000,11.8943,31.1597,7.7911
116.0000,11.2823,31.0846,8.2090
116.1000,10.7040,30.9845,8.6478
116.2000,10.1578,30.8605,9.1080
116.3000,9.6424,30.7135,9.5901
116.4000,9.1563,30.5443,10.0945
116.5000,8.6980,30.3539,10.6216
116.6000,8.2661,30.1432,11.1718
116.7000,7.8594,29.9129,11.7453
116.8000,7.4763,29.6641,12.3423
116.9000,7.1158,29.3974,12.9629
117.0000,6.7764,29.1137,13.6073
117.1000,6.4572,28.8138,14.2754
117.2000,6.1568,28.4984,14.9671
117.3000,5.8743,28.1684,15.6821
117.4000,5.6086,27.8245,16.4203
117.5000,5.3588,27.4674,17.1811
117.6000,5.1239,27.0979,17.9641
117.7000,4.9030,26.7166,18.7688
117.8000,4.6953,26.3243,19.5943
117.9000,4.5000,25.9217,20.4398
118.0000,4.3164,25.5096,21.3045
118.1000,4.1438,25.0885,22.1872
118.2000,3.9815,24.6593,23.0869
118.3000,3.8289,24.2226,24.0023
118.4000,3.6855,23.7792,24.9320
118.5000,3.5506,23.3297,25.8746
118.6000,3.4237,22.8749,26.8286
118.7000,3.3044,22.4154,27.7923
118.8000,3.1923,21.9520,28.7640
118.9000,3.0868,21.4853,29.7421
119.0000,2.9877,21.0161,30.7247
119.1000,2.8944,20.5451,31.7098
119.2000,2.8067,20.0729,32.6958
119.3000,2.7243,19.6002,33.6805
119.4000,2.6468,19.1277,34.6621
119.5000,2.5739,18.6561,35.6386
119.6000,2.5054,18.1860,36.6082
119.7000,2.4411,17.7180,37.5689
119.8000,2.3806,17.2527,38.5188
119.9000,2.3238,16.7907,39.4561
120.0000,2.2704,16.3326,40.3790
120.1000,2.2203,15.8789,41.2859
120.2000,2.1732,15.4301,42.1751
120.3000,2.1291,14.9868,43.0450
120.4000,2.0877,14.5492,43.8941
120.5000,2.0488,14.1180,44.7212
120.6000,2.0125,13.6935,45.5248
120.7000,1.9784,13.2760,46.3039
120.8000,1.9465,12.8659,47.0573
120.9000,1.9167,12.4634,47.7842
121.0000,1.8889,12.0689,48.4836
121.1000,1.8629,11.6826,49.1548
121.2000,1.8387,11.3046,49.7973
121.3000,1.8162,10.9352,50.4105
121.4000,1.7953,10.5744,50.9940
121.5000,1.7758,10.2224,51.5475
121.6000,1.7578,9.8793,52.0707
121.7000,1.7412,9.5452,52.5637
121.8000,1.7258,9.2200,53.0264
121.9000,1.7117,8.9037,53.4588
122.0000,1.6988,8.5964,53.8612
122.1000,1.6870,8.2980,54.2338
122.2000,1.6763,8.0084,54.5768
122.3000,1.6665,7.7275,54.8906
122.4000,1.6578,7.4554,55.1758
122.5000,1.6500,7.1917,55.4327
122.6000,1.6430,6.9366,55.6620
122.7000,1.6369,6.6897,55.8641
122.8000,1.6317,6.4509,56.0397
122.9000,1.6272,6.2201,56.1896
123.0000,1.6235,5.9972,56.3142
123.1000,1.6205,5.7819,56.4144
123.2000,1.6181,5.5740,56.4909
123.3000,1.6165,5.3735,56.5444
123.4000,1.6154,5.1800,56.5756
123.5000,1.6150,4.9935,56.5854
123.6000,1.6152,4.8137,56.5744
123.7000,1.6160,4.6404,56.5435
123.8000,1.6173,4.4734,56.4933
123.9000,1.6191,4.3126,56.4247
124.0000,1.6215,4.1577,56.3384
124.1000,1.6243,4.0086,56.2352
124.2000,1.6276,3.8651,56.1157
124.3000,1.6314,3.7270,55.9806
124.4000,1.6357,3.5940,55.8308
124.5000,1.6404,3.4661,55.6669
124.6000,1.6455,3.3431,55.4895
124.7000,1.6510,3.2247,55.2993
124.8000,1.6569,3.1108,55.0970
124.9000,1.6632,3.0013,54.8832
125.0000,1.6699,2.8960,54.6584
125.1000,1.6770,2.7947,54.4234
125.2000,1.6844,2.6973,54.1786
125.3000,1.6922,2.6037,53.9245
125.4000,1.7004,2.5136,53.6619
125.5000,1.7088,2.4270,53.3910
125.6000,1.7177,2.3438,53.1125
125.7000,1.7268,2.2637,52.8269
125.8000,1.7363,2.1867,52.5345
125.9000,1.7460,2.1126,52.2358
126.0000,1.7561,2.0414,51.9313
126.1000,1.7665,1.9729,51.6214
126.2000,1.7772,1.9070,51.3064
126.3000,1.7882,1.8437,50.9868
126.4000,1.7994,1.7827,50.6628
126.5000,1.8110,1.7241,50.3349
126.6000,1.8228,1.6677,50.0033
126.7000,1.8350,1.6134,49.6685
126.8000,1.8474,1.5612,49.3306
126.9000,1.8600,1.5109,48.9900
127.0000,1.8730,1.4625,48.6470
127.1000,1.8862,1.4160,48.3017
127.2000,1.8997,1.3711,47.9546
127.3000,1.9134,1.3280,47.6057
127.4000,1.9274,1.2864,47.2554
127.5000,1.9417,1.2464,46.9039
127.6000,1.9562,1.2078,46.5513
127.7000,1.9710,1.1707,46.1978
127.8000,1.9860,1.1349,45.8437
127.9000,2.0013,1.1005,45.4891
128.0000,2.0168,1.0673,45.1342
128.1000,2.0326,1.0353,44.7792
128.2000,2.0486,1.0044,44.4241
128.3000,2.0649,0.9746,44.0692
128.4000,2.0814,0.9460,43.7146
128.5000,2.0982,0.9183,43.3604
128.6000,2.1153,0.8916,43.0067
128.7000,2.1325,0.8659,42.6537
128.8000,2.1501,0.8410,42.3014
128.9000,2.1678,0.8171,41.9500
129.0000,2.1859,0.7940,41.5995
129.1000,2.2041,0.7716,41.2501
129.2000,2.2227,0.7501,40.9019
129.3000,2.2414,0.7293,40.5548
129.4000,2.2604,0.7092,40.2091
129.5000,2.2797,0.6898,39.8647
129.6000,2.2992,0.6710,39.5218
129.7000,2.3190,0.6529,39.1804
129.8000,2.3390,0.6354,38.8406
129.9000,2.3593,0.6185,38.5023
130.0000,2.3798,0.6021,38.1658
130.1000,2.4006,0.5863,37.8310
130.2000,2.4216,0.5710,37.4979
130.3000,2.4429,0.5563,37.1667
130.4000,2.4644,0.5420,36.8373
130.5000,2.4862,0.5281,36.5098
130.6000,2.5083,0.5147,36.1842
130.7000,2.5306,0.5018,35.8606
130.8000,2.5532,0.4892,35.5390
130.9000,2.5760,0.4771,35.2194
131.0000,2.5991,0.4653,34.9018
131.1000,2.6225,0.4540,34.5863
131.2000,2.6461,0.4429,34.2729
131.3000,2.6700,0.4323,33.9616
131.4000,2.6942,0.4219,33.6524
131.5000,2.7186,0.4119,33.3453
131.6000,2.7434,0.4022,33.0404
131.7000,2.7683,0.3928,32.7377
131.8000,2.7936,0.3836,32.4371
131.9000,2.8192,0.3748,32.1387
132.0000,2.8450,0.3662,31.8425
132.1000,2.8711,0.3579,31.5485
132.2000,2.8975,0.3498,31.2567
132.3000,2.9241,0.3420,30.9671
132.4000,2.9511,0.3344,30.6797
132.5000,2.9783,0.3270,30.3946
132.6000,3.0059,0.3198,30.1116
132.7000,3.0337,0.3129,29.8309
132.8000,3.0618,0.3061,29.5523
132.9000,3.0903,0.2996,29.2760
133.0000,3.1190,0.2932,29.0019
133.1000,3.1480,0.2871,28.7300
133.2000,3.1773,0.2811,28.4603
133.3000,3.2070,0.2752,28.1928
133.4000,3.2369,0.2696,27.9275
133.5000,3.2672,0.2640,27.6643
133.6000,3.2977,0.2587,27.4034
133.7000,3.3286,0.2535,27.1446
133.8000,3.3598,0.2484,26.8880
133.9000,3.3914,0.2435,26.6336
134.0000,3.4232,0.2387,26.3813
134.1000,3.4554,0.2341,26.1311
134.2000,3.4879,0.2295,25.8831
134.3000,3.5207,0.2251,25.6372
134.4000,3.5539,0.2208,25.3935
134.5000,3.5874,0.2167,25.1518
134.6000,3.6212,0.2126,24.9122
134.7000,3.6554,0.2087,24.6747
134.8000,3.6900,0.2048,24.4393
134.9000,3.7248,0.2011,24.2060
135.0000,3.7601,0.1974,23.9747
135.1000,3.7957,0.1939,23.7454
135.2000,3.8316,0.1904,23.5182
135.3000,3.8679,0.1870,23.2929
135.4000,3.9046,0.1838,23.0697
135.5000,3.9416,0.1806,22.8485
135.6000,3.9790,0.1775,22.6293
135.7000,4.0168,0.1744,22.4120
135.8000,4.0549,0.1715,22.1966
135.9000,4.0935,0.1686,21.9833
136.0000,4.1324,0.1658,21.7718
136.1000,4.1717,0.1630,21.5623
136.2000,4.2113,0.1603,21.3546
136.3000,4.2514,0.1577,21.1489
136.4000,4.2919,0.1552,20.9450
136.5000,4.3327,0.1527,20.7430
136.6000,4.3740,0.1503,20.5428
136.7000,4.4157,0.1479,20.3444
136.8000,4.4578,0.1456,20.1479
136.9000,4.5003,0.1434,19.9532
137.0000,4.5432,0.1412,19.7603
137.1000,4.5865,0.1391,19.5692
137.2000,4.6302,0.1370,19.3798
137.3000,4.6744,0.1349,19.1922
137.4000,4.7190,0.1329,19.0063
137.5000,4.7641,0.1310,18.8222
137.6000,4.8095,0.1291,18.6397
137.7000,4.8555,0.1272,18.4590
137.8000,4.9018,0.1254,18.2799
137.9000,4.9486,0.1237,18.1026
138.0000,4.9959,0.1220,17.9268
138.1000,5.0436,0.1203,17.7528
138.2000,5.0918,0.1186,17.5803
138.3000,5.1404,0.1170,17.4095
138.4000,5.1896,0.1154,17.2403
138.5000,5.2391,0.1139,17.0726
138.6000,5.2892,0.1124,16.9066
138.7000,5.3398,0.1110,16.7421
138.8000,5.3908,0.1095,16.5792
138.9000,5.4423,0.1081,16.4178
139.0000,5.4943,0.1068,16.2579
139.1000,5.5468,0.1054,16.0996
139.2000,5.5998,0.1041,15.9427
139.3000,5.6534,0.1029,15.7873
139.4000,5.7074,0.1016,15.6335
139.5000,5.7619,0.1004,15.4810
