t,H,L,R
845.2000,7.0999,3.9476,0.1924
845.3000,7.1124,3.9358,0.1920
845.4000,7.1251,3.9241,0.1916
845.5000,7.1380,3.9125,0.1912
845.6000,7.1511,3.9010,0.1907
845.7000,7.1643,3.8896,0.1903
845.8000,7.1778,3.8782,0.1899
845.9000,7.1914,3.8669,0.1895
846.0000,7.2052,3.8557,0.1890
846.1000,7.2192,3.8447,0.1886
846.2000,7.2333,3.8336,0.1882
846.3000,7.2477,3.8227,0.1877
846.4000,7.2622,3.8119,0.1873
846.5000,7.2769,3.8011,0.1868
846.6000,7.2918,3.7905,0.1864
846.7000,7.3069,3.7799,0.1859
846.8000,7.3221,3.7694,0.1855
846.9000,7.3376,3.7590,0.1850
847.0000,7.3532,3.7487,0.1846
847.1000,7.3690,3.7385,0.1841
847.2000,7.3849,3.7283,0.1836
847.3000,7.4011,3.7183,0.1832
847.4000,7.4174,3.7083,0.1827
847.5000,7.4339,3.6985,0.1822
847.6000,7.4506,3.6887,0.1817
847.7000,7.4674,3.6790,0.1813
847.8000,7.4844,3.6694,0.1808
847.9000,7.5016,3.6599,0.1803
848.0000,7.5190,3.6504,0.1798
848.1000,7.5366,3.6411,0.1793
848.2000,7.5543,3.6318,0.1788
848.3000,7.5722,3.6227,0.1783
848.4000,7.5903,3.6136,0.1779
848.5000,7.6085,3.6046,0.1774
848.6000,7.6270,3.5957,0.1769
848.7000,7.6456,3.5869,0.1764
848.8000,7.6643,3.5782,0.1759
848.9000,7.6833,3.5696,0.1754
849.0000,7.7024,3.5610,0.1749
849.1000,7.7217,3.5526,0.1744
849.2000,7.7411,3.5442,0.1739
849.3000,7.7608,3.5359,0.1734
849.4000,7.7806,3.5278,0.1728
849.5000,7.8005,3.5197,0.1723
849.6000,7.8207,3.5117,0.1718
849.7000,7.8410,3.5038,0.1713
849.8000,7.8615,3.4960,0.1708
849.9000,7.8821,3.4882,0.1703
850.0000,7.9029,3.4806,0.1698
850.1000,7.9239,3.4730,0.1693
850.2000,7.9450,3.4656,0.1687
850.3000,7.9663,3.4582,0.1682
850.4000,7.9878,3.4509,0.1677
850.5000,8.0094,3.4437,0.1672
850.6000,8.0313,3.4366,0.1667
850.7000,8.0532,3.4296,0.1661
850.8000,8.0754,3.4227,0.1656
850.9000,8.0976,3.4159,0.1651
851.0000,8.1201,3.4092,0.1646
851.1000,8.1427,3.4025,0.1640
851.2000,8.1655,3.3960,0.1635
851.3000,8.1885,3.3895,0.1630
851.4000,8.2116,3.3831,0.1625
851.5000,8.2348,3.3768,0.1619
851.6000,8.2582,3.3707,0.1614
851.7000,8.2818,3.3646,0.1609
851.8000,8.3056,3.3586,0.1604
851.9000,8.3295,3.3526,0.1598
852.0000,8.3535,3.3468,0.1593
852.1000,8.3777,3.3411,0.1588
852.2000,8.4021,3.3354,0.1583
852.3000,8.4266,3.3299,0.1577
852.4000,8.4513,3.3244,0.1572
852.5000,8.4761,3.3191,0.1567
852.6000,8.5011,3.3138,0.1561
852.7000,8.5262,3.3086,0.1556
852.8000,8.5515,3.3035,0.1551
852.9000,8.5769,3.2985,0.1546
853.0000,8.6025,3.2936,0.1540
853.1000,8.6282,3.2888,0.1535
853.2000,8.6541,3.2841,0.1530
853.3000,8.6801,3.2795,0.1525
853.4000,8.7063,3.2750,0.1519
853.5000,8.7326,3.2705,0.1514
853.6000,8.7591,3.2662,0.1509
853.7000,8.7857,3.2619,0.1504
853.8000,8.8125,3.2578,0.1499
853.9000,8.8394,3.2537,0.1493
854.0000,8.8664,3.2497,0.1488
854.1000,8.8936,3.2458,0.1483
854.2000,8.9209,3.2421,0.1478
854.3000,8.9483,3.2384,0.1472
854.4000,8.9759,3.2348,0.1467
854.5000,9.0037,3.2313,0.1462
854.6000,9.0315,3.2279,0.1457
854.7000,9.0595,3.2245,0.1452
854.8000,9.0877,3.2213,0.1447
854.9000,9.1159,3.2182,0.1442
855.0000,9.1443,3.2152,0.1436
855.1000,9.1729,3.2122,0.1431
855.2000,9.2015,3.2094,0.1426
855.3000,9.2303,3.2067,0.1421
855.4000,9.2592,3.2040,0.1416
855.5000,9.2882,3.2015,0.1411
855.6000,9.3174,3.1990,0.1406
855.7000,9.3467,3.1966,0.1401
855.8000,9.3761,3.1944,0.1396
855.9000,9.4056,3.1922,0.1391
856.0000,9.4352,3.1901,0.1386
856.1000,9.4650,3.1882,0.1381
856.2000,9.4949,3.1863,0.1376
856.3000,9.5249,3.1845,0.1371
856.4000,9.5550,3.1828,0.1366
856.5000,9.5852,3.1812,0.1361
856.6000,9.6155,3.1797,0.1356
856.7000,9.6460,3.1784,0.1351
856.8000,9.6765,3.1771,0.1346
856.9000,9.7072,3.1759,0.1341
857.0000,9.7379,3.1748,0.1336
857.1000,9.7688,3.1738,0.1331
857.2000,9.7997,3.1729,0.1326
857.3000,9.8308,3.1721,0.1322
857.4000,9.8619,3.1714,0.1317
857.5000,9.8932,3.1708,0.1312
857.6000,9.9245,3.1703,0.1307
857.7000,9.9560,3.1699,0.1302
857.8000,9.9875,3.1696,0.1298
857.9000,10.0191,3.1694,0.1293
858.0000,10.0508,3.1693,0.1288
858.1000,10.0826,3.1693,0.1283
858.2000,10.1145,3.1694,0.1279
858.3000,10.1465,3.1697,0.1274
858.4000,10.1785,3.1700,0.1269
858.5000,10.2106,3.1704,0.1265
858.6000,10.2428,3.1709,0.1260
858.7000,10.2750,3.1715,0.1256
858.8000,10.3074,3.1722,0.1251
858.9000,10.3398,3.1731,0.1246
859.0000,10.3722,3.1740,0.1242
859.1000,10.4048,3.1750,0.1237
859.2000,10.4374,3.1762,0.1233
859.3000,10.4700,3.1774,0.1228
859.4000,10.5027,3.1788,0.1224
859.5000,10.5355,3.1802,0.1219
859.6000,10.5683,3.1818,0.1215
859.7000,10.6012,3.1835,0.1211
859.8000,10.6341,3.1852,0.1206
859.9000,10.6671,3.1871,0.1202
860.0000,10.7001,3.1891,0.1198
860.1000,10.7331,3.1912,0.1193
860.2000,10.7662,3.1934,0.1189
860.3000,10.7993,3.1957,0.1185
860.4000,10.8325,3.1981,0.1180
860.5000,10.8657,3.2007,0.1176
860.6000,10.8989,3.2033,0.1172
860.7000,10.9321,3.2061,0.1168
860.8000,10.9654,3.2089,0.1163
860.9000,10.9987,3.2119,0.1159
861.0000,11.0320,3.2150,0.1155
861.1000,11.0653,3.2181,0.1151
861.2000,11.0986,3.2214,0.1147
861.3000,11.1319,3.2248,0.1143
861.4000,11.1652,3.2284,0.1139
861.5000,11.1986,3.2320,0.1135
861.6000,11.2319,3.2358,0.1131
861.7000,11.2652,3.2396,0.1127
861.8000,11.2985,3.2436,0.1123
861.9000,11.3318,3.2477,0.1119
862.0000,11.3651,3.2519,0.1115
862.1000,11.3984,3.2562,0.1111
862.2000,11.4316,3.2606,0.1107
862.3000,11.4648,3.2652,0.1103
862.4000,11.4980,3.2698,0.1100
862.5000,11.5312,3.2746,0.1096
862.6000,11.5643,3.2795,0.1092
862.7000,11.5974,3.2845,0.1088
862.8000,11.6305,3.2896,0.1085
862.9000,11.6634,3.2949,0.1081
863.0000,11.6964,3.3002,0.1077
863.1000,11.7293,3.3057,0.1074
863.2000,11.7621,3.3113,0.1070
863.3000,11.7949,3.3170,0.1066
863.4000,11.8276,3.3229,0.1063
863.5000,11.8603,3.3288,0.1059
863.6000,11.8928,3.3349,0.1056
863.7000,11.9253,3.3411,0.1052
863.8000,11.9577,3.3474,0.1049
863.9000,11.9901,3.3539,0.1045
864.0000,12.0223,3.3604,0.1042
864.1000,12.0545,3.3671,0.1038
864.2000,12.0865,3.3739,0.1035
864.3000,12.1185,3.3808,0.1032
864.4000,12.1503,3.3879,0.1028
864.5000,12.1821,3.3950,0.1025
864.6000,12.2137,3.4023,0.1022
864.7000,12.2452,3.4098,0.1019
864.8000,12.2766,3.4173,0.1015
864.9000,12.3078,3.4250,0.1012
865.0000,12.3390,3.4328,0.1009
865.1000,12.3700,3.4407,0.1006
865.2000,12.4008,3.4487,0.1003
865.3000,12.4315,3.4569,0.1000
865.4000,12.4621,3.4652,0.0997
865.5000,12.4925,3.4736,0.0993
865.6000,12.5228,3.4822,0.0990
865.7000,12.5529,3.4908,0.0987
865.8000,12.5828,3.4996,0.0984
865.9000,12.6125,3.5086,0.0982
866.0000,12.6421,3.5176,0.0979
866.1000,12.6715,3.5268,0.0976
866.2000,12.7007,3.5361,0.0973
866.3000,12.7297,3.5456,0.0970
866.4000,12.7586,3.5551,0.0967
866.5000,12.7872,3.5648,0.0964
866.6000,12.8156,3.5747,0.0962
866.7000,12.8438,3.5846,0.0959
866.8000,12.8718,3.5947,0.0956
866.9000,12.8996,3.6049,0.0954
867.0000,12.9272,3.6153,0.0951
867.1000,12.9545,3.6258,0.0948
867.2000,12.9816,3.6364,0.0946
867.3000,13.0085,3.6471,0.0943
867.4000,13.0351,3.6580,0.0941
867.5000,13.0615,3.6690,0.0938
867.6000,13.0876,3.6801,0.0936
867.7000,13.1134,3.6913,0.0933
867.8000,13.1390,3.7027,0.0931
867.9000,13.1643,3.7142,0.0928
868.0000,13.1894,3.7259,0.0926
868.1000,13.2142,3.7377,0.0924
868.2000,13.2386,3.7496,0.0921
868.3000,13.2628,3.7616,0.0919
868.4000,13.2868,3.7738,0.0917
868.5000,13.3104,3.7861,0.0915
868.6000,13.3337,3.7985,0.0912
868.7000,13.3567,3.8110,0.0910
868.8000,13.3793,3.8237,0.0908
868.9000,13.4017,3.8365,0.0906
869.0000,13.4238,3.8495,0.0904
869.1000,13.4455,3.8625,0.0902
869.2000,13.4669,3.8757,0.0900
869.3000,13.4879,3.8891,0.0898
869.4000,13.5086,3.9025,0.0896
869.5000,13.5289,3.9161,0.0894
869.6000,13.5489,3.9298,0.0892
869.7000,13.5686,3.9437,0.0890
869.8000,13.5879,3.9576,0.0888
869.9000,13.6068,3.9717,0.0886
870.0000,13.6253,3.9859,0.0884
870.1000,13.6435,4.0002,0.0883
870.2000,13.6613,4.0147,0.0881
870.3000,13.6787,4.0293,0.0879
870.4000,13.6957,4.0440,0.0877
870.5000,13.7123,4.0588,0.0876
870.6000,13.7285,4.0738,0.0874
870.7000,13.7443,4.0888,0.0873
870.8000,13.7597,4.1040,0.0871
870.9000,13.7747,4.1193,0.0869
871.0000,13.7892,4.1348,0.0868
871.1000,13.8034,4.1503,0.0866
871.2000,13.8171,4.1660,0.0865
871.3000,13.8304,4.1818,0.0864
871.4000,13.8432,4.1977,0.0862
871.5000,13.8556,4.2137,0.0861
871.6000,13.8676,4.2298,0.0859
871.7000,13.8791,4.2460,0.0858
871.8000,13.8902,4.2624,0.0857
871.9000,13.9008,4.2788,0.0856
872.0000,13.9110,4.2954,0.0854
872.1000,13.9207,4.3121,0.0853
872.2000,13.9299,4.3288,0.0852
872.3000,13.9387,4.3457,0.0851
872.4000,13.9469,4.3627,0.0850
872.5000,13.9548,4.3798,0.0849
872.6000,13.9621,4.3970,0.0848
872.7000,13.9689,4.4142,0.0847
872.8000,13.9753,4.4316,0.0846
872.9000,13.9812,4.4491,0.0845
873.0000,13.9866,4.4667,0.0844
873.1000,13.9915,4.4843,0.0843
873.2000,13.9959,4.5021,0.0842
873.3000,13.9997,4.5199,0.0841
873.4000,14.0031,4.5379,0.0841
873.5000,14.0060,4.5559,0.0840
873.6000,14.0084,4.5740,0.0839
873.7000,14.0103,4.5922,0.0838
873.8000,14.0116,4.6104,0.0838
873.9000,14.0125,4.6288,0.0837
874.0000,14.0128,4.6472,0.0836
874.1000,14.0126,4.6657,0.0836
874.2000,14.0119,4.6842,0.0835
874.3000,14.0107,4.7029,0.0835
874.4000,14.0089,4.7216,0.0834
874.5000,14.0066,4.7403,0.0834
874.6000,14.0038,4.7592,0.0833
874.7000,14.0005,4.7781,0.0833
874.8000,13.9967,4.7970,0.0833
874.9000,13.9923,4.8160,0.0832
875.0000,13.9874,4.8350,0.0832
875.1000,13.9820,4.8542,0.0832
875.2000,13.9760,4.8733,0.0832
875.3000,13.9695,4.8925,0.0831
875.4000,13.9625,4.9117,0.0831
875.5000,13.9549,4.9310,0.0831
875.6000,13.9469,4.9503,0.0831
875.7000,13.9383,4.9697,0.0831
875.8000,13.9291,4.9891,0.0831
875.9000,13.9195,5.0085,0.0831
876.0000,13.9093,5.0279,0.0831
876.1000,13.8986,5.0474,0.0831
876.2000,13.8873,5.0668,0.0831
876.3000,13.8756,5.0863,0.0831
876.4000,13.8633,5.1058,0.0831
876.5000,13.8505,5.1254,0.0832
876.6000,13.8372,5.1449,0.0832
876.7000,13.8233,5.1644,0.0832
876.8000,13.8090,5.1839,0.0832
876.9000,13.7941,5.2035,0.0833
877.0000,13.7787,5.2230,0.0833
877.1000,13.7628,5.2425,0.0833
877.2000,13.7464,5.2620,0.0834
877.3000,13.7295,5.2815,0.0834
877.4000,13.7121,5.3010,0.0835
877.5000,13.6942,5.3204,0.0835
877.6000,13.6758,5.3398,0.0836
877.7000,13.6569,5.3592,0.0836
877.8000,13.6375,5.3786,0.0837
877.9000,13.6177,5.3979,0.0838
878.0000,13.5973,5.4172,0.0838
878.1000,13.5765,5.4364,0.0839
878.2000,13.5552,5.4556,0.0840
878.3000,13.5334,5.4747,0.0841
878.4000,13.5112,5.4938,0.0841
878.5000,13.4885,5.5129,0.0842
878.6000,13.4653,5.5318,0.0843
878.7000,13.4417,5.5507,0.0844
878.8000,13.4176,5.5696,0.0845
878.9000,13.3931,5.5883,0.0846
879.0000,13.3682,5.6070,0.0847
879.1000,13.3428,5.6256,0.0848
879.2000,13.3170,5.6441,0.0849
879.3000,13.2908,5.6626,0.0850
879.4000,13.2641,5.6809,0.0851
879.5000,13.2370,5.6992,0.0853
879.6000,13.2096,5.7173,0.0854
879.7000,13.1817,5.7354,0.0855
879.8000,13.1534,5.7533,0.0856
879.9000,13.1248,5.7712,0.0858
880.0000,13.0957,5.7889,0.0859
880.1000,13.0663,5.8065,0.0860
880.2000,13.0365,5.8240,0.0862
880.3000,13.0063,5.8414,0.0863
880.4000,12.9758,5.8586,0.0865
880.5000,12.9449,5.8758,0.0866
880.6000,12.9137,5.8927,0.0868
880.7000,12.8821,5.9096,0.0869
880.8000,12.8502,5.9263,0.0871
880.9000,12.8180,5.9429,0.0872
881.0000,12.7855,5.9593,0.0874
881.1000,12.7526,5.9755,0.0876
881.2000,12.7194,5.9916,0.0878
881.3000,12.6860,6.0076,0.0879
881.4000,12.6522,6.0234,0.0881
881.5000,12.6182,6.0390,0.0883
881.6000,12.5839,6.0545,0.0885
881.7000,12.5493,6.0698,0.0887
881.8000,12.5144,6.0849,0.0889
881.9000,12.4793,6.0998,0.0890
882.0000,12.4439,6.1146,0.0892
882.1000,12.4083,6.1292,0.0894
882.2000,12.3725,6.1436,0.0896
882.3000,12.3364,6.1578,0.0899
882.4000,12.3002,6.1718,0.0901
882.5000,12.2637,6.1856,0.0903
882.6000,12.2270,6.1992,0.0905
882.7000,12.1901,6.2126,0.0907
882.8000,12.1530,6.2259,0.0909
882.9000,12.1157,6.2389,0.0912
883.0000,12.0783,6.2517,0.0914
883.1000,12.0406,6.2643,0.0916
883.2000,12.0029,6.2767,0.0918
883.3000,11.9649,6.2889,0.0921
883.4000,11.9269,6.3008,0.0923
883.5000,11.8887,6.3126,0.0926
883.6000,11.8503,6.3241,0.0928
883.7000,11.8119,6.3354,0.0931
883.8000,11.7733,6.3464,0.0933
883.9000,11.7346,6.3573,0.0936
884.0000,11.6958,6.3679,0.0938
884.1000,11.6569,6.3783,0.0941
884.2000,11.6179,6.3884,0.0943
884.3000,11.5789,6.3984,0.0946
884.4000,11.5398,6.4080,0.0949
884.5000,11.5006,6.4175,0.0951
884.6000,11.4613,6.4267,0.0954
884.7000,11.4221,6.4357,0.0957
884.8000,11.3827,6.4444,0.0959
884.9000,11.3433,6.4529,0.0962
885.0000,11.3039,6.4611,0.0965
885.1000,11.2645,6.4691,0.0968
885.2000,11.2250,6.4768,0.0971
885.3000,11.1856,6.4843,0.0974
885.4000,11.1461,6.4916,0.0977
885.5000,11.1067,6.4986,0.0979
885.6000,11.0672,6.5053,0.0982
885.7000,11.0278,6.5118,0.0985
885.8000,10.9884,6.5181,0.0988
885.9000,10.9490,6.5241,0.0991
886.0000,10.9096,6.5298,0.0994
886.1000,10.8703,6.5353,0.0997
886.2000,10.8311,6.5405,0.1001
886.3000,10.7919,6.5455,0.1004
886.4000,10.7527,6.5502,0.1007
886.5000,10.7136,6.5547,0.1010
886.6000,10.6746,6.5589,0.1013
886.7000,10.6357,6.5629,0.1016
886.8000,10.5968,6.5666,0.1019
886.9000,10.5580,6.5701,0.1023
887.0000,10.5193,6.5733,0.1026
887.1000,10.4808,6.5762,0.1029
887.2000,10.4423,6.5789,0.1032
887.3000,10.4039,6.5814,0.1036
887.4000,10.3657,6.5835,0.1039
887.5000,10.3275,6.5855,0.1042
887.6000,10.2895,6.5872,0.1045
887.7000,10.2516,6.5886,0.1049
887.8000,10.2138,6.5898,0.1052
887.9000,10.1762,6.5907,0.1055
888.0000,10.1387,6.5914,0.1059
888.1000,10.1014,6.5919,0.1062
888.2000,10.0642,6.5921,0.1066
888.3000,10.0272,6.5920,0.1069
888.4000,9.9903,6.5917,0.1072
888.5000,9.9536,6.5912,0.1076
888.6000,9.9171,6.5904,0.1079
888.7000,9.8807,6.5894,0.1083
888.8000,9.8445,6.5881,0.1086
888.9000,9.8084,6.5866,0.1090
889.0000,9.7726,6.5849,0.1093
889.1000,9.7369,6.5829,0.1097
889.2000,9.7015,6.5807,0.1100
889.3000,9.6662,6.5782,0.1103
889.4000,9.6311,6.5756,0.1107
889.5000,9.5962,6.5727,0.1110
889.6000,9.5615,6.5695,0.1114
889.7000,9.5271,6.5662,0.1117
889.8000,9.4928,6.5626,0.1121
889.9000,9.4587,6.5588,0.1124
890.0000,9.4249,6.5547,0.1128
890.1000,9.3912,6.5505,0.1131
890.2000,9.3578,6.5460,0.1135
890.3000,9.3246,6.5413,0.1138
890.4000,9.2916,6.5364,0.1142
890.5000,9.2589,6.5313,0.1146
890.6000,9.2263,6.5260,0.1149
890.7000,9.1940,6.5205,0.1153
890.8000,9.1620,6.5148,0.1156
890.9000,9.1301,6.5088,0.1160
891.0000,9.0985,6.5027,0.1163
891.1000,9.0672,6.4963,0.1167
891.2000,9.0360,6.4898,0.1170
891.3000,9.0051,6.4831,0.1173
891.4000,8.9745,6.4761,0.1177
891.5000,8.9441,6.4690,0.1180
891.6000,8.9139,6.4617,0.1184
891.7000,8.8840,6.4542,0.1187
891.8000,8.8544,6.4465,0.1191
891.9000,8.8250,6.4387,0.1194
892.0000,8.7958,6.4306,0.1198
892.1000,8.7669,6.4224,0.1201
892.2000,8.7382,6.4140,0.1205
892.3000,8.7098,6.4055,0.1208
892.4000,8.6817,6.3967,0.1211
892.5000,8.6538,6.3878,0.1215
892.6000,8.6261,6.3788,0.1218
892.7000,8.5988,6.3695,0.1221
892.8000,8.5717,6.3601,0.1225
892.9000,8.5448,6.3506,0.1228
893.0000,8.5182,6.3409,0.1231
893.1000,8.4918,6.3310,0.1235
893.2000,8.4658,6.3210,0.1238
893.3000,8.4399,6.3108,0.1241
893.4000,8.4144,6.3005,0.1244
893.5000,8.3891,6.2901,0.1248
893.6000,8.3641,6.2795,0.1251
893.7000,8.3393,6.2687,0.1254
893.8000,8.3148,6.2579,0.1257
893.9000,8.2905,6.2469,0.1260
894.0000,8.2666,6.2357,0.1264
894.1000,8.2428,6.2245,0.1267
894.2000,8.2194,6.2131,0.1270
894.3000,8.1962,6.2015,0.1273
894.4000,8.1733,6.1899,0.1276
894.5000,8.1506,6.1781,0.1279
894.6000,8.1282,6.1663,0.1282
894.7000,8.1061,6.1543,0.1285
894.8000,8.0842,6.1422,0.1288
894.9000,8.0626,6.1299,0.1291
895.0000,8.0413,6.1176,0.1294
895.1000,8.0202,6.1052,0.1297
895.2000,7.9994,6.0927,0.1299
895.3000,7.9789,6.0800,0.1302
895.4000,7.9586,6.0673,0.1305
895.5000,7.9385,6.0545,0.1308
895.6000,7.9188,6.0415,0.1311
895.7000,7.8993,6.0285,0.1313
895.8000,7.8800,6.0154,0.1316
895.9000,7.8611,6.0022,0.1319
896.0000,7.8424,5.9889,0.1321
896.1000,7.8239,5.9756,0.1324
896.2000,7.8057,5.9621,0.1326
896.3000,7.7878,5.9486,0.1329
896.4000,7.7701,5.9350,0.1331
896.5000,7.7527,5.9214,0.1334
896.6000,7.7355,5.9076,0.1336
896.7000,7.7186,5.8938,0.1339
896.8000,7.7019,5.8800,0.1341
896.9000,7.6856,5.8660,0.1343
897.0000,7.6694,5.8520,0.1346
897.1000,7.6535,5.8380,0.1348
897.2000,7.6379,5.8238,0.1350
897.3000,7.6225,5.8097,0.1353
897.4000,7.6074,5.7954,0.1355
897.5000,7.5925,5.7811,0.1357
897.6000,7.5779,5.7668,0.1359
897.7000,7.5636,5.7524,0.1361
897.8000,7.5494,5.7380,0.1363
897.9000,7.5356,5.7235,0.1365
898.0000,7.5219,5.7090,0.1367
898.1000,7.5086,5.6944,0.1369
898.2000,7.4955,5.6798,0.1371
898.3000,7.4826,5.6652,0.1373
898.4000,7.4699,5.6505,0.1374
898.5000,7.4576,5.6358,0.1376
898.6000,7.4454,5.6211,0.1378
898.7000,7.4335,5.6063,0.1380
898.8000,7.4219,5.5916,0.1381
898.9000,7.4104,5.5767,0.1383
899.0000,7.3993,5.5619,0.1384
899.1000,7.3883,5.5470,0.1386
899.2000,7.3776,5.5322,0.1387
899.3000,7.3672,5.5173,0.1389
899.4000,7.3570,5.5023,0.1390
899.5000,7.3470,5.4874,0.1392
899.6000,7.3373,5.4725,0.1393
899.7000,7.3277,5.4575,0.1394
899.8000,7.3185,5.4425,0.1396
899.9000,7.3094,5.4276,0.1397
900.0000,7.3006,5.4126,0.1398
900.1000,7.2921,5.3976,0.1399
900.2000,7.2837,5.3826,0.1400
900.3000,7.2756,5.3676,0.1401
900.4000,7.2677,5.3526,0.1402
900.5000,7.2601,5.3376,0.1403
900.6000,7.2526,5.3226,0.1404
900.7000,7.2455,5.3076,0.1405
900.8000,7.2385,5.2926,0.1406
900.9000,7.2317,5.2776,0.1407
901.0000,7.2252,5.2626,0.1407
901.1000,7.2189,5.2477,0.1408
901.2000,7.2129,5.2327,0.1409
901.3000,7.2070,5.2178,0.1410
901.4000,7.2014,5.2028,0.1410
901.5000,7.1960,5.1879,0.1411
901.6000,7.1908,5.1730,0.1411
901.7000,7.1858,5.1581,0.1412
901.8000,7.1811,5.1433,0.1412
901.9000,7.1766,5.1284,0.1412
902.0000,7.1723,5.1136,0.1413
902.1000,7.1682,5.0988,0.1413
902.2000,7.1643,5.0840,0.1413
902.3000,7.1606,5.0692,0.1414
902.4000,7.1572,5.0545,0.1414
902.5000,7.1539,5.0398,0.1414
902.6000,7.1509,5.0251,0.1414
902.7000,7.1481,5.0104,0.1414
902.8000,7.1455,4.9958,0.1414
902.9000,7.1431,4.9812,0.1414
903.0000,7.1409,4.9666,0.1414
903.1000,7.1390,4.9521,0.1414
903.2000,7.1372,4.9376,0.1414
903.3000,7.1357,4.9231,0.1413
903.4000,7.1343,4.9087,0.1413
903.5000,7.1332,4.8943,0.1413
903.6000,7.1322,4.8799,0.1413
903.7000,7.1315,4.8656,0.1412
903.8000,7.1310,4.8513,0.1412
903.9000,7.1307,4.8371,0.1411
904.0000,7.1306,4.8229,0.1411
904.1000,7.1306,4.8087,0.1410
904.2000,7.1309,4.7946,0.1410
904.3000,7.1314,4.7805,0.1409
904.4000,7.1321,4.7665,0.1409
904.5000,7.1330,4.7525,0.1408
904.6000,7.1341,4.7386,0.1407
904.7000,7.1354,4.7247,0.1406
904.8000,7.1368,4.7109,0.1406
904.9000,7.1385,4.6971,0.1405
905.0000,7.1404,4.6833,0.1404
905.1000,7.1425,4.6696,0.1403
905.2000,7.1447,4.6560,0.1402
905.3000,7.1472,4.6424,0.1401
905.4000,7.1498,4.6288,0.1400
905.5000,7.1527,4.6153,0.1399
905.6000,7.1557,4.6019,0.1398
905.7000,7.1590,4.5885,0.1397
905.8000,7.1624,4.5752,0.1396
905.9000,7.1660,4.5619,0.1394
906.0000,7.1698,4.5487,0.1393
906.1000,7.1738,4.5355,0.1392
906.2000,7.1780,4.5224,0.1391
906.3000,7.1824,4.5094,0.1389
906.4000,7.1869,4.4964,0.1388
906.5000,7.1917,4.4835,0.1387
906.6000,7.1966,4.4706,0.1385
906.7000,7.2017,4.4578,0.1384
906.8000,7.2071,4.4450,0.1382
906.9000,7.2125,4.4323,0.1380
907.0000,7.2182,4.4197,0.1379
907.1000,7.2241,4.4071,0.1377
907.2000,7.2301,4.3946,0.1376
907.3000,7.2364,4.3822,0.1374
907.4000,7.2428,4.3698,0.1372
907.5000,7.2494,4.3575,0.1371
907.6000,7.2562,4.3452,0.1369
907.7000,7.2631,4.3331,0.1367
907.8000,7.2703,4.3209,0.1365
907.9000,7.2776,4.3089,0.1363
908.0000,7.2851,4.2969,0.1361
908.1000,7.2928,4.2850,0.1359
908.2000,7.3006,4.2731,0.1357
908.3000,7.3087,4.2613,0.1355
908.4000,7.3169,4.2496,0.1353
908.5000,7.3253,4.2379,0.1351
908.6000,7.3338,4.2263,0.1349
908.7000,7.3426,4.2148,0.1347
908.8000,7.3515,4.2034,0.1345
908.9000,7.3606,4.1920,0.1343
909.0000,7.3699,4.1807,0.1341
909.1000,7.3793,4.1694,0.1339
909.2000,7.3890,4.1583,0.1336
909.3000,7.3987,4.1472,0.1334
909.4000,7.4087,4.1361,0.1332
909.5000,7.4189,4.1252,0.1329
909.6000,7.4292,4.1143,0.1327
909.7000,7.4397,4.1035,0.1325
909.8000,7.4503,4.0927,0.1322
909.9000,7.4611,4.0821,0.1320
910.0000,7.4721,4.0715,0.1317
910.1000,7.4833,4.0610,0.1315
910.2000,7.4947,4.0505,0.1313
910.3000,7.5062,4.0401,0.1310
910.4000,7.5178,4.0298,0.1308
910.5000,7.5297,4.0196,0.1305
910.6000,7.5417,4.0094,0.1302
910.7000,7.5539,3.9994,0.1300
910.8000,7.5662,3.9894,0.1297
910.9000,7.5787,3.9794,0.1295
911.0000,7.5914,3.9696,0.1292
911.1000,7.6043,3.9598,0.1289
911.2000,7.6173,3.9501,0.1287
911.3000,7.6305,3.9405,0.1284
911.4000,7.6438,3.9309,0.1281
911.5000,7.6573,3.9214,0.1278
911.6000,7.6710,3.9120,0.1276
911.7000,7.6848,3.9027,0.1273
911.8000,7.6988,3.8935,0.1270
911.9000,7.7129,3.8843,0.1267
912.0000,7.7273,3.8752,0.1264
912.1000,7.7417,3.8662,0.1261
912.2000,7.7564,3.8573,0.1259
912.3000,7.7712,3.8484,0.1256
912.4000,7.7861,3.8396,0.1253
912.5000,7.8013,3.8309,0.1250
912.6000,7.8165,3.8223,0.1247
912.7000,7.8320,3.8137,0.1244
912.8000,7.8476,3.8053,0.1241
912.9000,7.8633,3.7969,0.1238
913.0000,7.8792,3.7886,0.1235
913.1000,7.8953,3.7804,0.1232
913.2000,7.9115,3.7722,0.1229
913.3000,7.9279,3.7641,0.1226
913.4000,7.9444,3.7561,0.1223
913.5000,7.9611,3.7482,0.1220
913.6000,7.9779,3.7404,0.1217
913.7000,7.9949,3.7327,0.1214
913.8000,8.0121,3.7250,0.1211
913.9000,8.0294,3.7174,0.1208
914.0000,8.0468,3.7099,0.1205
914.1000,8.0644,3.7025,0.1201
914.2000,8.0822,3.6951,0.1198
914.3000,8.1001,3.6878,0.1195
914.4000,8.1181,3.6806,0.1192
914.5000,8.1363,3.6735,0.1189
914.6000,8.1547,3.6665,0.1186
914.7000,8.1732,3.6596,0.1183
914.8000,8.1918,3.6527,0.1179
914.9000,8.2106,3.6459,0.1176
915.0000,8.2295,3.6392,0.1173
